status_id,status_message,link_name,status_type,status_link,permalink_url,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
171955186207193_1048730248529678,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1048730248529678/?type=3',b'https://www.facebook.com/Intelvision/posts/1048730248529678:0',2016-09-07 07:34:56,133,4,4,133,0,0,0,0,0
171955186207193_1048583978544305,b'The UFC World Heavyweight Title is on the line & dont miss EX-WWE Superstar CM PUNK Debut in the Octagon.',b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1048583978544305/?type=3',b'https://www.facebook.com/Intelvision/posts/1048583978544305:0',2016-09-07 02:06:18,73,0,1,72,1,0,0,0,0
171955186207193_1047731761962860,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1047731761962860/?type=3',b'https://www.facebook.com/Intelvision/posts/1047731761962860:0',2016-09-06 00:41:41,54,1,0,53,0,1,0,0,0
171955186207193_1047719801964056,"b'Dear Customers,\nThe P.U.C has advised that there is currently a power cut at La Misere & Santa Maria (Canelles). Power is Schedule to return at 15:30PM.'",,status,,b'https://www.facebook.com/Intelvision/posts/1047719801964056',2016-09-06 00:22:55,1,0,0,1,0,0,0,0,0
171955186207193_1047712275298142,b'This Friday Live Bundesliga Football on INTV SPORTS 6 Schalke 04 vs Bayern Munich. KICK-OFF 22:30PM.',b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1047712275298142/?type=3',b'https://www.facebook.com/Intelvision/posts/1047712275298142:0',2016-09-06 00:15:20,26,1,0,26,0,0,0,0,0
171955186207193_1047103978692305,b'Catch the new WWE Universal Champion & The return of John Cena Live on Raw Tuesday 04:00AM on INTV SPORTS 5.',b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1047103978692305/?type=3',b'https://www.facebook.com/Intelvision/posts/1047103978692305:0',2016-09-05 06:31:47,64,4,0,64,0,0,0,0,0
171955186207193_1047093035360066,b'Two of the best managers in world football goes Head to Head in the Manchester Derby on Saturday. Who do you think is best?',b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1047093035360066/?type=3',b'https://www.facebook.com/Intelvision/posts/1047093035360066:0',2016-09-05 06:09:03,196,24,2,194,2,0,0,0,0
171955186207193_1046962475373122,"b'Dear Customers,\nThe P.U.C has advised that there is currently a power cut at Glacis. Please also note that there are some signal interruption at Les Mamelles & Anse aux pins cappucin. We apologise for any inconvenience that this may cause.'",,status,,b'https://www.facebook.com/Intelvision/posts/1046962475373122',2016-09-05 01:43:31,2,0,0,2,0,0,0,0,0
171955186207193_1045397525529617,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1045397525529617/?type=3',b'https://www.facebook.com/Intelvision/posts/1045397525529617:0',2016-09-03 03:10:20,91,2,3,89,2,0,0,0,0
171955186207193_1044711452264891,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1044711452264891/?type=3',b'https://www.facebook.com/Intelvision/posts/1044711452264891:0',2016-09-02 07:20:43,3,0,0,3,0,0,0,0,0
