imdb_id,imdb_name,imdb_year,imdb_rating,imdb_outline
tt0109040,Ace Ventura: Pet Detective,1994,6.9,A goofy detective specializing in animals goes in search of a missing dolphin mascot of a football team.
tt0112281,Ace Ventura: When Nature Calls,1995,6.3,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa."
tt0103639,Aladdin,1992,8,"When a street urchin vies for the love of a beautiful princess, he uses a genie's magic power to make himself off as a prince in order to marry her."
tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,"Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day."
tt0221603,Super Mario All-Stars,1993,9,"A compilation of Super Mario Bros. and its two sequels, along with the Japanese version of Super Mario Bros. 2 (The Lost Levels)."
tt1995477,Always Woodstock,2014,5.2,"When Neurotic, struggling songwriter, Catherine Brown's life in New York City falls apart, she is forced..."
tt2179136,American Sniper,2014,7.3,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind."
tt0357413,Anchorman: The Legend of Ron Burgundy,2004,7.2,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor."
tt0478970,Ant-Man,2015,7.4,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world."
